index_P,index_sent,full_word,lesks,lesks_name
536,5,,[],[]
537,0,ROTTERDAM- GRAIN- HANDLER- SAYS- PORT- BALANCE- ROSE- Graan- Elevator- Mij- GEM- said- balance- port- grains- oilseeds- derivatives- rose- tonnes- March- compared- week- earlier- arrivals- tonnes- discharges- tonnes- last- week,"[Synset('rotterdam.n.01'), Synset('texture.n.05'), Synset('coach.n.01'), Synset('suppose.v.01'), Synset('port.v.08'), Synset('symmetry.n.01'), Synset('rose.s.01'), Synset('elevator.n.01'), Synset('muffin.n.01'), Synset('suppose.v.01'), Synset('symmetry.n.01'), Synset('port.v.08'), Synset('texture.n.05'), Synset('oilseed.n.01'), Synset('derivative_instrument.n.01'), Synset('rose.s.01'), Synset('metric_ton.n.01'), Synset('master_of_architecture.n.01'), Synset('compare.v.04'), Synset('workweek.n.01'), Synset('early.a.05'), Synset('arrival.n.02'), Synset('metric_ton.n.01'), Synset('release.n.11'), Synset('metric_ton.n.01'), Synset('last.v.01'), Synset('workweek.n.01')]","['rotterdam.n.01', 'texture.n.05', 'coach.n.01', 'suppose.v.01', 'port.v.08', 'symmetry.n.01', 'rose.s.01', 'elevator.n.01', 'muffin.n.01', 'suppose.v.01', 'symmetry.n.01', 'port.v.08', 'texture.n.05', 'oilseed.n.01', 'derivative_instrument.n.01', 'rose.s.01', 'metric_ton.n.01', 'master_of_architecture.n.01', 'compare.v.04', 'workweek.n.01', 'early.a.05', 'arrival.n.02', 'metric_ton.n.01', 'release.n.11', 'metric_ton.n.01', 'last.v.01', 'workweek.n.01']"
537,1,balance- comprised- tonnes- grains- plus- oilseeds- tonnes- derivatives,"[Synset('symmetry.n.01'), Synset('incorporate.v.02'), Synset('metric_ton.n.01'), Synset('texture.n.05'), Synset('plus.a.01'), Synset('oilseed.n.01'), Synset('metric_ton.n.01'), Synset('derivative_instrument.n.01')]","['symmetry.n.01', 'incorporate.v.02', 'metric_ton.n.01', 'texture.n.05', 'plus.a.01', 'oilseed.n.01', 'metric_ton.n.01', 'derivative_instrument.n.01']"
537,2,week- estimated- arrivals- total- tonnes- grains- oilseeds- derivatives,"[Synset('workweek.n.01'), Synset('estimate.v.01'), Synset('arrival.n.02'), Synset('sum.n.02'), Synset('metric_ton.n.01'), Synset('texture.n.05'), Synset('oilseed.n.01'), Synset('derivative_instrument.n.01')]","['workweek.n.01', 'estimate.v.01', 'arrival.n.02', 'sum.n.02', 'metric_ton.n.01', 'texture.n.05', 'oilseed.n.01', 'derivative_instrument.n.01']"
537,3,figures- cover- around- pct- Rotterdam- traffic- products- concerned,"[Synset('trope.n.01'), Synset('top.n.09'), Synset('around.r.07'), Synset('percentage.n.01'), Synset('rotterdam.n.01'), Synset('traffic.v.02'), Synset('product.n.05'), Synset('concerned.s.02')]","['trope.n.01', 'top.n.09', 'around.r.07', 'percentage.n.01', 'rotterdam.n.01', 'traffic.v.02', 'product.n.05', 'concerned.s.02']"
537,4,,[],[]
538,0,TRADE- PROPOSES- NEW- EC- GRAIN- INTERVENTION- RULES- European- Community- EC- cereals- trade- lobby- organisation- Coceral- said- written- EC- Farm- Commissioner- Frans- Andriessen- propose- new- system- sales- intervention- claims- could- save- EC- budget- money,"[Synset('trade.v.03'), Synset('propose.v.01'), Synset('newfangled.s.01'), Synset('european_union.n.01'), Synset('texture.n.05'), Synset('treatment.n.01'), Synset('rule.v.06'), Synset('european.n.01'), Synset('residential_district.n.01'), Synset('european_union.n.01'), Synset('cereal.n.03'), Synset('trade.v.03'), Synset('lobby.n.03'), Synset('organization.n.04'), Synset('suppose.v.01'), Synset('write.v.10'), Synset('european_union.n.01'), Synset('farm.v.01'), Synset('commissioner.n.02'), Synset('propose.v.01'), Synset('newfangled.s.01'), Synset('system.n.08'), Synset('sale.n.05'), Synset('treatment.n.01'), Synset('claim.v.03'), Synset('write.v.08'), Synset('european_union.n.01'), Synset('budget.v.01'), Synset('money.n.03')]","['trade.v.03', 'propose.v.01', 'newfangled.s.01', 'european_union.n.01', 'texture.n.05', 'treatment.n.01', 'rule.v.06', 'european.n.01', 'residential_district.n.01', 'european_union.n.01', 'cereal.n.03', 'trade.v.03', 'lobby.n.03', 'organization.n.04', 'suppose.v.01', 'write.v.10', 'european_union.n.01', 'farm.v.01', 'commissioner.n.02', 'propose.v.01', 'newfangled.s.01', 'system.n.08', 'sale.n.05', 'treatment.n.01', 'claim.v.03', 'write.v.08', 'european_union.n.01', 'budget.v.01', 'money.n.03']"
538,1,,[],[]
538,2,three- months- trader- found- market- elsewhere- could- buy- back- certificate- payment- one- pct- premium,"[Synset('trey.n.02'), Synset('month.n.02'), Synset('trader.n.01'), Synset('rule.v.04'), Synset('marketplace.n.02'), Synset('elsewhere.r.01'), Synset('buy.v.01'), Synset('binding.n.05'), Synset('security.n.04'), Synset('payment.n.01'), Synset('one.s.06'), Synset('percentage.n.01'), Synset('premium.n.04')]","['trey.n.02', 'month.n.02', 'trader.n.01', 'rule.v.04', 'marketplace.n.02', 'elsewhere.r.01', 'buy.v.01', 'binding.n.05', 'security.n.04', 'payment.n.01', 'one.s.06', 'percentage.n.01', 'premium.n.04']"
538,3,Coceral- argues- would- restore- original- function- intervention- safety- net- would- end- present- situation- produce- often- sold- intervention- precaution,"[Synset('argue.v.03'), Synset('repair.v.01'), Synset('original.n.02'), Synset('serve.v.01'), Synset('treatment.n.01'), Synset('safety.n.06'), Synset('web.v.01'), Synset('goal.n.01'), Synset('stage.v.01'), Synset('situation.n.03'), Synset('produce.v.02'), Synset('often.r.03'), Synset('sold.a.01'), Synset('treatment.n.01'), Synset('precaution.n.01')]","['argue.v.03', 'repair.v.01', 'original.n.02', 'serve.v.01', 'treatment.n.01', 'safety.n.06', 'web.v.01', 'goal.n.01', 'stage.v.01', 'situation.n.03', 'produce.v.02', 'often.r.03', 'sold.a.01', 'treatment.n.01', 'precaution.n.01']"
538,4,,[],[]
539,0,PORTUGUESE- GRAIN- AGENCY- BAN- OPPOSED- MINISTER- Portugal- Agriculture- Minister- Alvaro- Barreto- said- disagreed- court- order- barring- state- grain- buying- agency- EPAC- taking- part- cereals- import- tenders- open- private- traders,"[Synset('portuguese.n.02'), Synset('texture.n.05'), Synset('means.n.01'), Synset('prohibition.n.02'), Synset('react.v.02'), Synset('minister.v.02'), Synset('portugal.n.01'), Synset('agribusiness.n.01'), Synset('minister.v.02'), Synset('suppose.v.01'), Synset('disagree.v.02'), Synset('motor_hotel.n.01'), Synset('rate.v.01'), Synset('barring.n.01'), Synset('state.n.06'), Synset('texture.n.05'), Synset('buy.v.01'), Synset('means.n.01'), Synset('take.v.39'), Synset('part.n.11'), Synset('cereal.n.03'), Synset('significance.n.02'), Synset('tender.v.04'), Synset('unfold.v.04'), Synset('secret.s.05'), Synset('trader.n.01')]","['portuguese.n.02', 'texture.n.05', 'means.n.01', 'prohibition.n.02', 'react.v.02', 'minister.v.02', 'portugal.n.01', 'agribusiness.n.01', 'minister.v.02', 'suppose.v.01', 'disagree.v.02', 'motor_hotel.n.01', 'rate.v.01', 'barring.n.01', 'state.n.06', 'texture.n.05', 'buy.v.01', 'means.n.01', 'take.v.39', 'part.n.11', 'cereal.n.03', 'significance.n.02', 'tender.v.04', 'unfold.v.04', 'secret.s.05', 'trader.n.01']"
539,1,Barreto- told- reporters- aim- EPAC- readmitted- tenders,"[Synset('tell.v.03'), Synset('reporter.n.01'), Synset('target.v.01'), Synset('tender.v.04')]","['tell.v.03', 'reporter.n.01', 'target.v.01', 'tender.v.04']"
539,2,terms- Portugal- January- accession- European- Community- EC- grain- import- monopoly- held- EPAC- Empresa- Publica- de- Abastecimento- de- Cereais- reduced- pct- annually- imports- liberalised,"[Synset('terminus.n.03'), Synset('portugal.n.01'), Synset('january.n.01'), Synset('accession.v.01'), Synset('european.n.01'), Synset('residential_district.n.01'), Synset('european_union.n.01'), Synset('texture.n.05'), Synset('significance.n.02'), Synset('monopoly.n.03'), Synset('keep.v.01'), Synset('delaware.n.04'), Synset('delaware.n.04'), Synset('reduce.v.15'), Synset('percentage.n.01'), Synset('per_annum.r.01'), Synset('significance.n.02'), Synset('liberalize.v.02')]","['terminus.n.03', 'portugal.n.01', 'january.n.01', 'accession.v.01', 'european.n.01', 'residential_district.n.01', 'european_union.n.01', 'texture.n.05', 'significance.n.02', 'monopoly.n.03', 'keep.v.01', 'delaware.n.04', 'delaware.n.04', 'reduce.v.15', 'percentage.n.01', 'per_annum.r.01', 'significance.n.02', 'liberalize.v.02']"
539,3,Following- legal- proceedings- private- importers- Lisbon- civil- court- decided- preliminary- ruling- earlier- month- EPAC- allowed- take- part- done- tenders- liberalised- share- annual- grain- imports,"[Synset('take_after.v.02'), Synset('legal.s.05'), Synset('proceeding.n.01'), Synset('secret.s.05'), Synset('importer.n.01'), Synset('lisbon.n.01'), Synset('civil.s.06'), Synset('motor_hotel.n.01'), Synset('decide.v.01'), Synset('preliminary.s.01'), Synset('rule.v.06'), Synset('early.a.05'), Synset('month.n.02'), Synset('let.v.01'), Synset('take.v.39'), Synset('part.n.11'), Synset('serve.v.09'), Synset('tender.v.04'), Synset('liberalize.v.02'), Synset('share.n.02'), Synset('annual.n.02'), Synset('texture.n.05'), Synset('significance.n.02')]","['take_after.v.02', 'legal.s.05', 'proceeding.n.01', 'secret.s.05', 'importer.n.01', 'lisbon.n.01', 'civil.s.06', 'motor_hotel.n.01', 'decide.v.01', 'preliminary.s.01', 'rule.v.06', 'early.a.05', 'month.n.02', 'let.v.01', 'take.v.39', 'part.n.11', 'serve.v.09', 'tender.v.04', 'liberalize.v.02', 'share.n.02', 'annual.n.02', 'texture.n.05', 'significance.n.02']"
539,4,result- ruling- EPAC- excluded- March- tender- import- tonnes- maize,"[Synset('solution.n.02'), Synset('rule.v.06'), Synset('eject.v.01'), Synset('master_of_architecture.n.01'), Synset('tender.v.04'), Synset('significance.n.02'), Synset('metric_ton.n.01'), Synset('gamboge.n.02')]","['solution.n.02', 'rule.v.06', 'eject.v.01', 'master_of_architecture.n.01', 'tender.v.04', 'significance.n.02', 'metric_ton.n.01', 'gamboge.n.02']"
539,5,,[],[]
539,6,added- government- would- studying- court- order- see- whether- ruling- could- stop- EPAC- participating- future- tenders,"[Synset('lend.v.01'), Synset('government.n.03'), Synset('study.v.02'), Synset('motor_hotel.n.01'), Synset('rate.v.01'), Synset('visit.v.01'), Synset('rule.v.06'), Synset('stop_consonant.n.01'), Synset('enter.v.02'), Synset('future.n.03'), Synset('tender.v.04')]","['lend.v.01', 'government.n.03', 'study.v.02', 'motor_hotel.n.01', 'rate.v.01', 'visit.v.01', 'rule.v.06', 'stop_consonant.n.01', 'enter.v.02', 'future.n.03', 'tender.v.04']"
539,7,Barreto- said- reason- exclude- operator- whether- public- private- tenders,"[Synset('suppose.v.01'), Synset('reason.v.01'), Synset('eject.v.01'), Synset('operator.n.05'), Synset('public.s.02'), Synset('secret.s.05'), Synset('tender.v.04')]","['suppose.v.01', 'reason.v.01', 'eject.v.01', 'operator.n.05', 'public.s.02', 'secret.s.05', 'tender.v.04']"
539,8,,[],[]
539,9,,[],[]
539,10,said- EC- executive- commission- accepted- government- view- EPAC- eligible,"[Synset('suppose.v.01'), Synset('european_union.n.01'), Synset('executive.n.01'), Synset('perpetration.n.01'), Synset('accept.v.11'), Synset('government.n.03'), Synset('view.n.07'), Synset('eligible.a.01')]","['suppose.v.01', 'european_union.n.01', 'executive.n.01', 'perpetration.n.01', 'accept.v.11', 'government.n.03', 'view.n.07', 'eligible.a.01']"
539,11,Lisbon- court- ruling- stated- EPAC- participation- public- tenders- unfair- competition- violated- clauses- Portugal- EC- accession- treaty- dealing- gradual- dismantling- state- agency- import- monopoly,"[Synset('lisbon.n.01'), Synset('motor_hotel.n.01'), Synset('rule.v.06'), Synset('express.v.04'), Synset('engagement.n.07'), Synset('public.s.02'), Synset('tender.v.04'), Synset('unfair.a.01'), Synset('contest.n.01'), Synset('desecrate.v.01'), Synset('clause.n.01'), Synset('portugal.n.01'), Synset('european_union.n.01'), Synset('accession.v.01'), Synset('treaty.n.01'), Synset('deal.v.12'), Synset('gradual.a.02'), Synset('dismantling.n.01'), Synset('state.n.06'), Synset('means.n.01'), Synset('significance.n.02'), Synset('monopoly.n.03')]","['lisbon.n.01', 'motor_hotel.n.01', 'rule.v.06', 'express.v.04', 'engagement.n.07', 'public.s.02', 'tender.v.04', 'unfair.a.01', 'contest.n.01', 'desecrate.v.01', 'clause.n.01', 'portugal.n.01', 'european_union.n.01', 'accession.v.01', 'treaty.n.01', 'deal.v.12', 'gradual.a.02', 'dismantling.n.01', 'state.n.06', 'means.n.01', 'significance.n.02', 'monopoly.n.03']"
539,12,,[],[]
540,0,U- FARM- POLICY- DEBATE- COULD- HIT- SENATE- SOON- Senate- week- might- take- proposed- legislation- could- serve- lightning- rod- expose- broad- initiatives- change- U- farm- policy,"[Synset('uranium.n.01'), Synset('farm.v.01'), Synset('policy.n.02'), Synset('debate.n.02'), Synset('strike.v.04'), Synset('united_states_senate.n.01'), Synset('soon.r.01'), Synset('united_states_senate.n.01'), Synset('workweek.n.01'), Synset('might.n.01'), Synset('take.v.39'), Synset('propose.v.01'), Synset('legislation.n.01'), Synset('service.v.01'), Synset('lightning.n.02'), Synset('rod.n.05'), Synset('unwrap.v.02'), Synset('wide.a.01'), Synset('first_step.n.01'), Synset('variety.n.06'), Synset('uranium.n.01'), Synset('farm.v.01'), Synset('policy.n.02')]","['uranium.n.01', 'farm.v.01', 'policy.n.02', 'debate.n.02', 'strike.v.04', 'united_states_senate.n.01', 'soon.r.01', 'united_states_senate.n.01', 'workweek.n.01', 'might.n.01', 'take.v.39', 'propose.v.01', 'legislation.n.01', 'service.v.01', 'lightning.n.02', 'rod.n.05', 'unwrap.v.02', 'wide.a.01', 'first_step.n.01', 'variety.n.06', 'uranium.n.01', 'farm.v.01', 'policy.n.02']"
540,1,Senate- could- consider- House- passed- bill- would- allow- wheat- feedgrains- farmers- receive- least- pct- income- support- payments- flooding- last- year- prevented- prevent- planting- crops- Senate- staff- members- told- Reuters,"[Synset('united_states_senate.n.01'), Synset('view.v.02'), Synset('theater.n.01'), Synset('spend.v.01'), Synset('poster.n.01'), Synset('let.v.01'), Synset('pale_yellow.n.01'), Synset('farmer.n.01'), Synset('receive.v.10'), Synset('least.a.01'), Synset('percentage.n.01'), Synset('income.n.01'), Synset('support.v.09'), Synset('payment.n.01'), Synset('implosion_therapy.n.01'), Synset('last.v.01'), Synset('year.n.03'), Synset('prevent.v.02'), Synset('prevent.v.02'), Synset('planting.n.02'), Synset('crop.v.05'), Synset('united_states_senate.n.01'), Synset('staff.n.05'), Synset('penis.n.01'), Synset('tell.v.03')]","['united_states_senate.n.01', 'view.v.02', 'theater.n.01', 'spend.v.01', 'poster.n.01', 'let.v.01', 'pale_yellow.n.01', 'farmer.n.01', 'receive.v.10', 'least.a.01', 'percentage.n.01', 'income.n.01', 'support.v.09', 'payment.n.01', 'implosion_therapy.n.01', 'last.v.01', 'year.n.03', 'prevent.v.02', 'prevent.v.02', 'planting.n.02', 'crop.v.05', 'united_states_senate.n.01', 'staff.n.05', 'penis.n.01', 'tell.v.03']"
540,2,Also- pending- bill- extend- life- National- Commission- Dairy- Policy,"[Synset('besides.r.02'), Synset('pending.s.01'), Synset('poster.n.01'), Synset('unfold.v.03'), Synset('life_sentence.n.01'), Synset('national.n.01'), Synset('perpetration.n.01'), Synset('dairy.n.01'), Synset('policy.n.02')]","['besides.r.02', 'pending.s.01', 'poster.n.01', 'unfold.v.03', 'life_sentence.n.01', 'national.n.01', 'perpetration.n.01', 'dairy.n.01', 'policy.n.02']"
540,3,,[],[]
540,4,current- law- producers- plant- least- pct- base- acreage- eligible- pct- deficiency- payments,"[Synset('current.n.02'), Synset('law.n.06'), Synset('producer.n.02'), Synset('plant.v.05'), Synset('least.a.01'), Synset('percentage.n.01'), Synset('root.n.03'), Synset('acreage.n.01'), Synset('eligible.a.01'), Synset('percentage.n.01'), Synset('lack.n.01'), Synset('payment.n.01')]","['current.n.02', 'law.n.06', 'producer.n.02', 'plant.v.05', 'least.a.01', 'percentage.n.01', 'root.n.03', 'acreage.n.01', 'eligible.a.01', 'percentage.n.01', 'lack.n.01', 'payment.n.01']"
540,5,major- U- farm- groups- lobbied- hard- making- fundamental- changes- farm- bill- fear- full- scale- debate- could- expose- agricultural- problems- budget- cutting- pressures,"[Synset('major.n.04'), Synset('uranium.n.01'), Synset('farm.v.01'), Synset('group.v.02'), Synset('lobby.v.01'), Synset('hard.s.10'), Synset('take.v.27'), Synset('fundamental.n.02'), Synset('variety.n.06'), Synset('farm.v.01'), Synset('poster.n.01'), Synset('fear.v.01'), Synset('fully.r.01'), Synset('scale.v.08'), Synset('debate.n.02'), Synset('unwrap.v.02'), Synset('agricultural.a.01'), Synset('trouble.n.01'), Synset('budget.v.01'), Synset('switch_off.v.01'), Synset('pressure.n.02')]","['major.n.04', 'uranium.n.01', 'farm.v.01', 'group.v.02', 'lobby.v.01', 'hard.s.10', 'take.v.27', 'fundamental.n.02', 'variety.n.06', 'farm.v.01', 'poster.n.01', 'fear.v.01', 'fully.r.01', 'scale.v.08', 'debate.n.02', 'unwrap.v.02', 'agricultural.a.01', 'trouble.n.01', 'budget.v.01', 'switch_off.v.01', 'pressure.n.02']"
540,6,Representatives- farm- groups- said- also- fear- efforts- Midwestern- Democrats- force- floor- vote- bill- would- require- large- acreage- set- asides- return- sharply- higher- support- prices,"[Synset('representative.n.01'), Synset('farm.v.01'), Synset('group.v.02'), Synset('suppose.v.01'), Synset('besides.r.02'), Synset('fear.v.01'), Synset('feat.n.01'), Synset('midwestern.s.01'), Synset('democrat.n.01'), Synset('wedge.v.02'), Synset('floor.n.10'), Synset('vote.v.03'), Synset('poster.n.01'), Synset('want.v.02'), Synset('large.r.01'), Synset('acreage.n.01'), Synset('stage_set.n.01'), Synset('digression.n.01'), Synset('revert.v.01'), Synset('sharply.r.02'), Synset('high.s.07'), Synset('support.v.09'), Synset('price.n.05')]","['representative.n.01', 'farm.v.01', 'group.v.02', 'suppose.v.01', 'besides.r.02', 'fear.v.01', 'feat.n.01', 'midwestern.s.01', 'democrat.n.01', 'wedge.v.02', 'floor.n.10', 'vote.v.03', 'poster.n.01', 'want.v.02', 'large.r.01', 'acreage.n.01', 'stage_set.n.01', 'digression.n.01', 'revert.v.01', 'sharply.r.02', 'high.s.07', 'support.v.09', 'price.n.05']"
540,7,However- Sen- Tom- Harkin- Iowa- sponsor- bill- told- Reuters- intend- offer- measure- floor- amendment- bring- committee,"[Synset('however.r.01'), Synset('sen.n.01'), Synset('tom.n.01'), Synset('iowa.n.03'), Synset('presenter.n.02'), Synset('poster.n.01'), Synset('tell.v.03'), Synset('intend.v.01'), Synset('offer.v.07'), Synset('standard.n.01'), Synset('floor.n.10'), Synset('amendment.n.02'), Synset('lend.v.01'), Synset('committee.n.02')]","['however.r.01', 'sen.n.01', 'tom.n.01', 'iowa.n.03', 'presenter.n.02', 'poster.n.01', 'tell.v.03', 'intend.v.01', 'offer.v.07', 'standard.n.01', 'floor.n.10', 'amendment.n.02', 'lend.v.01', 'committee.n.02']"
540,8,,[],[]
541,0,,[],[]
541,1,,[],[]
541,2,EXPORT- INSPECTIONS- THOUS- BUSHELS- SOYBEANS- WHEAT- CORN,"[Synset('export.v.03'), Synset('inspection.n.01'), Synset('thousand.n.01'), Synset('bushel.n.02'), Synset('soy.n.04'), Synset('wheat.n.02'), Synset('corn_whiskey.n.01')]","['export.v.03', 'inspection.n.01', 'thousand.n.01', 'bushel.n.02', 'soy.n.04', 'wheat.n.02', 'corn_whiskey.n.01']"
542,0,,[],[]
542,1,accord- reached- following- U- complaints- impact- agricultural- exports- Spanish- EC- membership- EC- import- two- mln- tonnes- maize- tonnes- sorghum- year- end,"[Synset('treaty.n.01'), Synset('reach.v.07'), Synset('take_after.v.02'), Synset('uranium.n.01'), Synset('complaint.n.02'), Synset('impact.n.02'), Synset('agricultural.a.01'), Synset('export.v.02'), Synset('spanish.n.02'), Synset('european_union.n.01'), Synset('membership.n.02'), Synset('european_union.n.01'), Synset('significance.n.02'), Synset('two.n.01'), Synset('metric_ton.n.01'), Synset('gamboge.n.02'), Synset('metric_ton.n.01'), Synset('sorghum.n.03'), Synset('year.n.03'), Synset('goal.n.01')]","['treaty.n.01', 'reach.v.07', 'take_after.v.02', 'uranium.n.01', 'complaint.n.02', 'impact.n.02', 'agricultural.a.01', 'export.v.02', 'spanish.n.02', 'european_union.n.01', 'membership.n.02', 'european_union.n.01', 'significance.n.02', 'two.n.01', 'metric_ton.n.01', 'gamboge.n.02', 'metric_ton.n.01', 'sorghum.n.03', 'year.n.03', 'goal.n.01']"
542,2,produce- imported- Spain- special- levy- levels- likely- applying- imports- EC- countries,"[Synset('produce.v.02'), Synset('imported.s.01'), Synset('spain.n.01'), Synset('special.s.04'), Synset('levy.n.01'), Synset('level.n.05'), Synset('likely.a.01'), Synset('use.v.01'), Synset('significance.n.02'), Synset('european_union.n.01'), Synset('state.n.04')]","['produce.v.02', 'imported.s.01', 'spain.n.01', 'special.s.04', 'levy.n.01', 'level.n.05', 'likely.a.01', 'use.v.01', 'significance.n.02', 'european_union.n.01', 'state.n.04']"
542,3,sources- said- possible- Spanish- intervention- board- would- asked- buy- produce- directly- year- rather- late- make- arrangements,"[Synset('source.n.07'), Synset('suppose.v.01'), Synset('potential.a.01'), Synset('spanish.n.02'), Synset('treatment.n.01'), Synset('display_panel.n.01'), Synset('ask.v.07'), Synset('buy.v.01'), Synset('produce.v.02'), Synset('directly.r.04'), Synset('year.n.03'), Synset('rather.r.01'), Synset('late.a.05'), Synset('take.v.27'), Synset('musical_arrangement.n.01')]","['source.n.07', 'suppose.v.01', 'potential.a.01', 'spanish.n.02', 'treatment.n.01', 'display_panel.n.01', 'ask.v.07', 'buy.v.01', 'produce.v.02', 'directly.r.04', 'year.n.03', 'rather.r.01', 'late.a.05', 'take.v.27', 'musical_arrangement.n.01']"
542,4,added- choice- future- years- appears- lie- system- regular- tenders- setting- daily- special- levy- applicable- Spanish- imports,"[Synset('lend.v.01'), Synset('option.n.02'), Synset('future.n.03'), Synset('year.n.03'), Synset('look.v.02'), Synset('lie_down.v.01'), Synset('system.n.08'), Synset('regular.s.07'), Synset('tender.v.04'), Synset('setting.n.02'), Synset('daily.r.01'), Synset('special.s.04'), Synset('levy.n.01'), Synset('applicable.s.01'), Synset('spanish.n.02'), Synset('significance.n.02')]","['lend.v.01', 'option.n.02', 'future.n.03', 'year.n.03', 'look.v.02', 'lie_down.v.01', 'system.n.08', 'regular.s.07', 'tender.v.04', 'setting.n.02', 'daily.r.01', 'special.s.04', 'levy.n.01', 'applicable.s.01', 'spanish.n.02', 'significance.n.02']"
542,5,initially- tax- exports- maize- sorghum- Spain- EC- countries- although- tax- could- imposed- later- sources- added,"[Synset('initially.r.01'), Synset('tax.v.04'), Synset('export.v.02'), Synset('gamboge.n.02'), Synset('sorghum.n.03'), Synset('spain.n.01'), Synset('european_union.n.01'), Synset('state.n.04'), Synset('tax.v.04'), Synset('enforce.v.02'), Synset('subsequently.r.01'), Synset('source.n.07'), Synset('lend.v.01')]","['initially.r.01', 'tax.v.04', 'export.v.02', 'gamboge.n.02', 'sorghum.n.03', 'spain.n.01', 'european_union.n.01', 'state.n.04', 'tax.v.04', 'enforce.v.02', 'subsequently.r.01', 'source.n.07', 'lend.v.01']"
542,6,,[],[]
543,0,,[],[]
543,1,WILLING- TALK- MOSCOW- WHEAT- PRICE- U- Agriculture- undersecretary- Dan- Amstutz- indicated- United- States- willing- talk- Soviet- Union- competitiveness- U- wheat- prices- would- discuss- making- U- wheat- prices- cheap,"[Synset('volition.n.02'), Synset('talk.n.03'), Synset('moscow.n.01'), Synset('pale_yellow.n.01'), Synset('price.n.05'), Synset('uranium.n.01'), Synset('agribusiness.n.01'), Synset('undersecretary.n.01'), Synset('indicate.v.02'), Synset('united.a.01'), Synset('state.n.06'), Synset('volition.n.02'), Synset('talk.n.03'), Synset('soviet.n.01'), Synset('union.n.11'), Synset('competitiveness.n.01'), Synset('uranium.n.01'), Synset('pale_yellow.n.01'), Synset('price.n.05'), Synset('hash_out.v.01'), Synset('take.v.27'), Synset('uranium.n.01'), Synset('pale_yellow.n.01'), Synset('price.n.05'), Synset('cheap.s.04')]","['volition.n.02', 'talk.n.03', 'moscow.n.01', 'pale_yellow.n.01', 'price.n.05', 'uranium.n.01', 'agribusiness.n.01', 'undersecretary.n.01', 'indicate.v.02', 'united.a.01', 'state.n.06', 'volition.n.02', 'talk.n.03', 'soviet.n.01', 'union.n.11', 'competitiveness.n.01', 'uranium.n.01', 'pale_yellow.n.01', 'price.n.05', 'hash_out.v.01', 'take.v.27', 'uranium.n.01', 'pale_yellow.n.01', 'price.n.05', 'cheap.s.04']"
543,2,sometimes- difference- competitive- cheap- Amstutz- told- Senate- Agriculture- Appropriations- hearing,"[Synset('sometimes.r.01'), Synset('dispute.n.01'), Synset('competitive.s.03'), Synset('cheap.s.04'), Synset('tell.v.03'), Synset('united_states_senate.n.01'), Synset('agribusiness.n.01'), Synset('appropriation.n.03'), Synset('hearing.n.05')]","['sometimes.r.01', 'dispute.n.01', 'competitive.s.03', 'cheap.s.04', 'tell.v.03', 'united_states_senate.n.01', 'agribusiness.n.01', 'appropriation.n.03', 'hearing.n.05']"
543,3,Amstutz- said- difference- opinion- Moscow- Washington- last- summer- level- U- subsidy- offered- wheat- Soviet- Union- whether- U- wheat- price- competitive- cheap,"[Synset('suppose.v.01'), Synset('dispute.n.01'), Synset('public_opinion.n.01'), Synset('moscow.n.01'), Synset('washington.n.05'), Synset('last.v.01'), Synset('summer.v.01'), Synset('tied.s.05'), Synset('uranium.n.01'), Synset('subsidy.n.01'), Synset('offer.v.07'), Synset('pale_yellow.n.01'), Synset('soviet.n.01'), Synset('union.n.11'), Synset('uranium.n.01'), Synset('pale_yellow.n.01'), Synset('price.n.05'), Synset('competitive.s.03'), Synset('cheap.s.04')]","['suppose.v.01', 'dispute.n.01', 'public_opinion.n.01', 'moscow.n.01', 'washington.n.05', 'last.v.01', 'summer.v.01', 'tied.s.05', 'uranium.n.01', 'subsidy.n.01', 'offer.v.07', 'pale_yellow.n.01', 'soviet.n.01', 'union.n.11', 'uranium.n.01', 'pale_yellow.n.01', 'price.n.05', 'competitive.s.03', 'cheap.s.04']"
543,4,,[],[]
543,5,However- Amstutz- added- United- States- would- willing- discuss- wheat- prices- Moscow- issue- cheap,"[Synset('however.r.01'), Synset('lend.v.01'), Synset('united.a.01'), Synset('state.n.06'), Synset('volition.n.02'), Synset('hash_out.v.01'), Synset('pale_yellow.n.01'), Synset('price.n.05'), Synset('moscow.n.01'), Synset('offspring.n.01'), Synset('cheap.s.04')]","['however.r.01', 'lend.v.01', 'united.a.01', 'state.n.06', 'volition.n.02', 'hash_out.v.01', 'pale_yellow.n.01', 'price.n.05', 'moscow.n.01', 'offspring.n.01', 'cheap.s.04']"
543,6,Asked- later- reporter- meant- distinction- competitive- cheap- Amstutz- would- elaborate,"[Synset('ask.v.07'), Synset('subsequently.r.01'), Synset('reporter.n.01'), Synset('mean.v.07'), Synset('distinction.n.04'), Synset('competitive.s.03'), Synset('cheap.s.04'), Synset('elaborate.v.02')]","['ask.v.07', 'subsequently.r.01', 'reporter.n.01', 'mean.v.07', 'distinction.n.04', 'competitive.s.03', 'cheap.s.04', 'elaborate.v.02']"
