index_P,index_sent,words_not_stop
474,9,"['Currently', 'claims', 'outstripped', 'mln', 'dlrs', 'appropriated', 'funds', 'USDA', 'plans', 'offer', 'farmers', 'region', 'cents', 'every', 'dollar', 'disaster', 'losses']"
474,10,"['administration', 'said', 'opposed', 'bill', 'expanding', 'mln', 'dlrs', 'disaster', 'relief', 'would', 'thwart', 'efforts', 'encourage', 'farmers', 'buy', 'crop', 'insurance', 'alternative', 'federal', 'disaster', 'assistance']"
474,11,"['USDA', 'also', 'said', 'provisions', 'bill', 'narrower', 'administration', 'proposal', 'offer', 'option', 'major', 'commodities', 'would', 'produce', 'insignificant', 'savings']"
474,12,"['USDA', 'said', 'option', 'winter', 'wheat', 'farmers', 'would', 'produce', 'net', 'savings', 'mln', 'dlrs', 'requirement', 'compensate', 'fully', 'disaster', 'struck', 'farmers', 'would', 'cost', 'mln', 'dlrs', 'appropriated', 'Congress']"
474,13,"['feedgrains', 'provision', 'would', 'cost', 'five', 'mln', 'dlrs']"
474,14,"['USDA', 'estimated', 'overall', 'cost', 'bill', 'mln', 'dlrs']"
474,15,"['January', 'Senate', 'approved', 'bill', 'would', 'make', 'winter', 'wheat', 'farmers', 'eligible', 'disaster', 'assistance', 'payments']"
474,16,"['Senate', 'bill', 'would', 'offer', 'option', 'wheat', 'feedgrains', 'producers', 'raise', 'mln', 'dlr', 'ceiling', 'disaster', 'assistance', 'program']"
474,17,[]
475,0,[]
475,1,"['department', 'said', 'may', 'buy', 'wheat', 'valued', 'mln', 'dlrs', 'corn', 'valued', 'mln', 'tallow', 'valued', 'mln', 'dlrs', 'March', 'August', 'ship', 'U', 'ports', 'Canadian', 'transshipment', 'points', 'September']"
475,2,"['purchase', 'authorizations', 'cover', 'entire', 'quantity', 'provided', 'agreement', 'signed', 'March']"
475,3,[]
476,0,[]
476,1,[]
476,2,"['EXPORTERS', 'REPORT', 'TONNES', 'CORN', 'SOLD', 'UNKNOWN', 'DESTINATIONS']"
477,0,[]
477,1,"['moment', 'Commission', 'proposing', 'rate', 'levy', 'remain', 'unchanged', 'three', 'pct', 'Pye', 'addressing', 'feed', 'manufacturers', 'dinner', 'Glasgow', 'said', 'could', 'change', 'controversial', 'plans', 'cut', 'cereal', 'prices', 'introduce', 'oils', 'fats', 'tax', 'blocked', 'Pye', 'said', 'UKASTA', 'would', 'continue', 'fight', 'cereals', 'levy', 'tooth', 'nail']"
477,2,[]
477,3,[]
478,0,[]
478,1,[]
478,2,"['department', 'said', 'additional', 'billion', 'dlrs', 'certificates', 'authorized', 'issuance', 'January', 'August', 'certificates', 'provide', 'ample', 'free', 'supplies', 'corn', 'wheat', 'remainder', 'crop', 'year', 'department', 'said', 'summary', 'Agricultural', 'Outlook', 'report']"
478,3,[]
478,4,"['department', 'said', 'last', 'summer', 'example', 'certificates', 'exchanged', 'mln', 'bushels', 'corn']"
478,5,"['helped', 'increase', 'marketable', 'supplies', 'farm', 'level', 'corn', 'prices', 'averaged', 'two', 'dlrs', 'per', 'bushel', 'somewhat', 'lower', 'would', 'otherwise']"
478,6,[]
478,7,"['department', 'said', 'government', 'spending', 'farm', 'programs', 'fiscal', 'year', 'projected', 'fall', 'half', 'billion', 'dlrs', 'billion', 'dlrs']"
478,8,"['cost', 'escalation', 'first', 'half', 'reverse']"
478,9,[]
478,10,"['department', 'said', 'President', 'budget', 'proposals', 'would', 'cut', 'farm', 'program', 'spending', 'additional', 'billion', 'dlrs']"
478,11,[]
478,12,[]
478,13,[]
479,0,[]
479,1,"['Addressing', 'annual', 'meeting', 'National', 'Grain', 'Feed', 'Association', 'Tom', 'VonGarlem', 'assistant', 'deputy', 'administrator', 'USDA', 'state', 'county', 'operations', 'said', 'following', 'changes', 'consideration', 'USDA']"
479,2,"['Termination', 'USDA', 'Transportation', 'Assistance', 'Program', 'wheat', 'barley', 'sorghum', 'would', 'proposed', 'week']"
479,3,[]
479,4,[]
479,5,"['Changes', 'loan', 'rates', 'definitely', 'looked', 'next', 'year', 'crop', 'said', 'option', 'making', 'soybean', 'loans', 'partially', 'cash', 'certificates', 'consideration']"
479,6,"['VanGarlem', 'said', 'definitely', 'extend', 'crop', 'program', 'signup', 'saying', 'sees', 'reason', 'time']"
479,7,"['also', 'said', 'wheat', 'considered', 'cash', 'bonus', 'Conservation', 'Reserve', 'Program']"
479,8,[]
480,0,[]
480,1,"['Commodity', 'Credit', 'Corp', 'depend', 'heavily', 'certificates', 'relieve', 'storage', 'problems', 'year', 'Ralph', 'Klopfenstein', 'Deputy', 'Administrator', 'Commodity', 'Operations', 'USDA', 'told', 'participants', 'National', 'Grain', 'Feed', 'Association', 'annual', 'convention']"
480,2,"['Klopfenstein', 'said', 'CCC', 'able', 'relocate', 'grain', 'significant', 'amount', 'fall', 'certificates', 'used', 'various', 'programs', 'relieve', 'storage', 'tightness']"
480,3,"['Klopfenstein', 'said', 'certificates', 'meet', 'goal', 'allowing', 'prices', 'go', 'loan', 'levels', 'providing', 'USDA', 'inventory', 'management', 'tool']"
480,4,[]
481,0,"['MAJOR', 'U', 'FARM', 'GROUPS', 'OPPOSE', 'POLICY', 'CHANGES', 'Seven', 'major', 'U', 'farm', 'groups', 'took', 'unusual', 'step', 'releasing', 'joint', 'statement', 'urging', 'congressional', 'leaders', 'tinker', 'existing', 'farm', 'law']"
481,1,"['Following', 'meetings', 'House', 'Agriculture', 'Committee', 'Chairman', 'Kika', 'de', 'la', 'Garza', 'Tex']"
481,2,[]
481,3,[]
481,4,"['statement', 'said', 'Congress', 'modify', 'farm', 'bill', 'law', 'might', 'intended', 'impact', 'making', 'agriculture', 'competitive', 'export', 'markets', 'time', 'maintaining', 'farm', 'income']"
481,5,[]
481,6,[]
482,0,"['CONGRESSMAN', 'URGES', 'WHEAT', 'EEP', 'SOVIET', 'UNION', 'Kansas', 'Republican', 'Congressman', 'Pat', 'Roberts', 'urged', 'Reagan', 'administration', 'offer', 'export', 'enhancement', 'program', 'eep', 'subsidies', 'Soviet', 'Union']"
482,1,"['Speaking', 'House', 'foreign', 'agriculture', 'subcommittee', 'Roberts', 'said', 'U', 'offered', 'eep', 'China', 'Poland', 'also', 'include', 'Soviet', 'Union']"
482,2,"['Rep', 'Roberts', 'said', 'talk', 'issue', 'eep', 'Moscow', 'raised', 'within', 'Reagan', 'administration', 'recently', 'Secretary', 'State', 'George', 'Shultz', 'country']"
482,3,"['well', 'may', 'case', 'said', 'Tom', 'Kay', 'U', 'Agriculture', 'Department', 'Foreign', 'Agricultural', 'Service', 'administrator']"
482,4,"['However', 'Kay', 'told', 'Reuters', 'later', 'reply', 'Roberts', 'based', 'particular', 'knowledge']"
482,5,"['Rep', 'Roberts', 'urged', 'Kay', 'convey', 'top', 'officials', 'USDA', 'Congress', 'favor', 'wheat', 'eep', 'Moscow']"
482,6,"['delighted', 'deliver', 'message', 'Kay', 'replied']"
482,7,"['Earlier', 'Kay', 'repeated', 'Agriculture', 'Secretary', 'Richard', 'Lyng', 'statement', 'last', 'week', 'door', 'yet', 'closed', 'eep', 'Soviet', 'Union']"
482,8,[]
483,0,"['LYNG', 'SAID', 'COMMENT', 'USSR', 'WHEAT', 'EEP', 'U', 'Agriculture', 'Secretary', 'Richard', 'Lyng', 'told', 'representatives', 'several', 'largest', 'grain', 'exporting', 'firms', 'two', 'farm', 'organizations', 'position', 'comment', 'request', 'Reagan', 'administration', 'offer', 'subsidized', 'wheat', 'Soviet', 'Union', 'according', 'participants', 'today', 'meeting']"
483,1,"['Lyng', 'simply', 'told', 'us', 'position', 'talk', 'EEP', 'export', 'enhancement', 'program', 'initiative', 'Soviet', 'Union', 'said', 'Glen', 'Hofer', 'vice', 'president', 'National', 'Council', 'Farmer', 'Cooperatives']"
483,2,"['Another', 'participant', 'meeting', 'asked', 'identified', 'said', 'Lyng', 'unresponsive', 'group', 'request']"
483,3,[]
483,4,"['Deputy', 'Agriculture', 'Secretary', 'Peter', 'Myers', 'Secretary', 'Daniel', 'Amstutz', 'also', 'attended', 'minute', 'meeting']"
483,5,"['Hofer', 'described', 'Lyng', 'sympathetic', 'noncommittal', 'said', 'thought', 'detected', 'sense', 'frustration', 'Lyng', 'part', 'able', 'respond', 'positively', 'group', 'urging']"
483,6,"['grain', 'industry', 'representative', 'said', 'participants', 'puzzled', 'USDA', 'apparent', 'reluctance', 'bring', 'cabinet', 'council', 'EEP', 'wheat', 'offer', 'Soviets']"
483,7,"['feeling', 'receptivity', 'idea', 'within', 'cabinet', 'council', 'ever', 'official', 'asked', 'identified', 'said', 'referring', 'EEP', 'wheat', 'offer', 'Soviets']"
483,8,"['official', 'said', 'significant', 'amount', 'pressure', 'exerted', 'lawmakers', 'Lyng', 'make', 'EEP', 'offer', 'Moscow']"
483,9,"['Reminded', 'Senate', 'Agriculture', 'Committee', 'Chairman', 'Patrick', 'Leahy', 'Vt', 'written', 'two', 'letters', 'Lyng', 'urging', 'offer', 'official', 'said', 'Lyng', 'received', 'virtually', 'phone', 'calls', 'lawmakers', 'subject']"
483,10,"['Hofer', 'said', 'important', 'matters', 'White', 'House', 'rather', 'absence', 'political', 'pressure', 'might', 'restrained', 'Lyng']"
483,11,[]
484,0,"['BANGLADESH', 'PURCHASE', 'WHEAT', 'CONFIRMED', 'Trade', 'sources', 'confirmed', 'earlier', 'tentative', 'reports', 'Bangladesh', 'bought', 'tonnes', 'optional', 'origin', 'feed', 'wheat', 'late', 'last', 'week', 'weekend']"
484,1,"['said', 'Continental', 'Grain', 'Co', 'United', 'States', 'contract', 'supply', 'wheat', 'EC', 'parts', 'Europe']"
484,2,"['supply', 'tonnes', 'rate', 'U', 'Dlrs', 'tonne', 'first', 'consignment', 'April']"
484,3,"['supply', 'remaining', 'tonnes', 'rate', 'dlrs', 'April']"
484,4,[]
485,0,[]
485,1,"['Cigra', 'Inc', 'contract', 'cargo', 'tonnes', 'priced', 'U', 'Dlrs', 'per', 'tonne', 'fob', 'pacific', 'northwest', 'port', 'delivery', 'July']"
485,2,"['Continental', 'Grain', 'Co', 'New', 'York', 'received', 'three', 'shipments', 'totalling', 'tonnes', 'price', 'ranging', 'U', 'Dlrs', 'per', 'tonne', 'c', 'f', 'Taiwan', 'delivery', 'May', 'October']"
485,3,"['Cargill', 'Inc', 'Minnesota', 'took', 'two', 'shipments', 'totalling', 'tonnes', 'priced', 'U', 'Dlrs', 'per', 'tonne', 'c', 'f', 'Taiwan', 'September', 'September', 'delivery']"
485,4,"['United', 'Grain', 'Corp', 'Oregon', 'three', 'contracts', 'supply', 'tonnes', 'priced', 'U', 'Dlrs', 'per', 'tonne', 'c', 'f', 'Taiwan', 'delivery', 'May', 'July']"
485,5,"['Garnac', 'Grain', 'Co', 'Inc', 'New', 'Jersey', 'received', 'two', 'shipments', 'totalling', 'tonnes', 'U', 'dlrs', 'c', 'f', 'Taiwan', 'delivery', 'July', 'August']"
485,6,[]
486,0,"['EC', 'OILS', 'TAX', 'CANADA', 'CORN', 'RULING', 'OPPOSED', 'PANEL', 'U', 'Senate', 'Finance', 'Committee', 'approved', 'nonbinding', 'resolutions', 'urging', 'Reagan', 'administration', 'oppose', 'Canada', 'ruling', 'U', 'corn', 'imports', 'proposed', 'new', 'European', 'Community', 'tax', 'vegetable', 'oils']"
486,1,"['resolutions', 'approved', 'voice', 'vote', 'sent', 'Senate', 'floor', 'expected', 'approved']"
486,2,"['EC', 'oils', 'measure', 'offered', 'Sen', 'John', 'Danforth', 'R', 'Mo']"
486,3,"['urges', 'administration', 'take', 'strong', 'retaliatory', 'measures', 'tax', 'approved', 'EC', 'Council', 'Ministers']"
486,4,"['Sen', 'David', 'Durenberger', 'R', 'Minn', 'offered', 'corn', 'amendment', 'urges', 'administration', 'file', 'complaint', 'GATT', 'U', 'believes', 'corn', 'decision', 'Canada', 'unjustified']"
486,5,"['Canada', 'recently', 'imposed', 'permanent', 'duty', 'cents', 'per', 'bushel', 'U', 'corn', 'imports']"
486,6,[]
487,0,[]
487,1,"['Many', 'dealers', 'expect', 'USDA', 'act', 'soon', 'reduce', 'cash', 'price', 'premium', 'Gulf', 'versus', 'interior', 'dealer', 'Davenport', 'Iowa', 'said', 'roughly', 'pct', 'wider', 'normal', 'time', 'year', 'cents', 'bushel', 'making', 'worthwhile', 'farmers', 'move', 'grain']"
487,2,"['lowering', 'ASCS', 'county', 'posted', 'prices', 'corn', 'USDA', 'could', 'encourage', 'farmers', 'engage', 'PIK', 'roll', 'corn', 'sales', 'PIK', 'certificates', 'used', 'redeem', 'corn', 'stored', 'government', 'price', 'support', 'loan', 'program', 'marketed']"
487,3,"['USDA', 'acts', 'soon', 'many', 'dealers', 'expect', 'movement', 'would', 'break', 'Gulf', 'corn', 'basis']"
487,4,[]
487,5,"['taking', 'average', 'Gulf', 'price', 'price', 'Kansas', 'City', 'would', 'closely', 'reflect', 'lower', 'prices', 'interior', 'Midwest']"
487,6,"['know', 'might', 'Ohio', 'dealer', 'said', 'created', 'uncertainty', 'market']"
487,7,"['USDA', 'started', 'PIK', 'certificate', 'program', 'effort', 'free', 'surplus', 'grain', 'otherwise', 'would', 'forfeited', 'government', 'remain', 'market', 'storage']"
487,8,"['Yesterday', 'USDA', 'issued', 'report', 'showing', 'slightly', 'pct', 'billion', 'dlrs', 'PIK', 'certificates', 'issued', 'farmers', 'lieu', 'cash', 'payments', 'date', 'exchanged', 'grain']"
487,9,[]
487,10,[]
487,11,"['Freight', 'upper', 'areas', 'Mississippi', 'risen', 'nearly', 'pct', 'past', 'two', 'weeks', 'pct', 'original', 'tariff', 'price']"
487,12,"['mild', 'winter', 'early', 'reopening', 'mid', 'Mississippi', 'river', 'spring', 'also', 'encouraged', 'firmer', 'trend', 'barge', 'freight', 'dealers', 'noted']"
487,13,[]
487,14,[]
487,15,"['dealers', 'anticipate', 'rumors', 'subside', 'freight', 'rates', 'settle', 'back', 'overall', 'surplus', 'barges', 'Midwest', 'river', 'system']"
487,16,[]
488,0,[]
488,1,"['department', 'said', 'barley', 'delivery', 'April', 'May', 'bonus', 'awarded', 'dlrs', 'per', 'ton']"
488,2,"['bonus', 'made', 'Cargill', 'Inc', 'paid', 'form', 'commodities', 'CCC', 'stocks']"
488,3,[]
488,4,[]
489,0,[]
489,1,"['Implementation', 'program', 'tightening', 'use', 'commodity', 'certificates', 'reconstitution', 'farms', 'possibilities', 'studied', 'reduce', 'farm', 'spending', 'said', 'Dan', 'Glickman', 'Kans']"
489,2,"['chairman', 'House', 'agriculture', 'subcommittee', 'wheat', 'soybeans', 'feedgrains']"
489,3,"['Speaking', 'annual', 'meeting', 'National', 'Grain', 'Feed', 'Association', 'Glickman', 'said', 'learned', 'week', 'House', 'budget', 'committee', 'agriculture', 'committee', 'reduce', 'fiscal', 'year', 'farm', 'budget', 'two', 'billion', 'dlrs', 'billion', 'dlrs', 'level', 'already', 'approved']"
489,4,"['Decisions', 'cut', 'farm', 'budget', 'made', 'quickly', 'order', 'make', 'impact', 'FY', 'budget', 'Glickman', 'added']"
489,5,[]
489,6,[]
489,7,"['cut', 'budget', 'Glickman', 'said', 'everthing', 'table', 'except', 'moves', 'would', 'reduce', 'farmers', 'income']"
489,8,"['Glickman', 'offered', 'list', 'possibilities', 'committee', 'study', 'order', 'cut', 'farm', 'spending']"
489,9,[]
489,10,[]
489,11,"['committing', 'action', 'said', 'lawmakers', 'examine', 'recent', 'government', 'findings', 'indicate', 'certificates', 'cost', 'cash', 'payments']"
489,12,"['Glickman', 'said', 'rules', 'reconstitution', 'farms', 'tightening', 'person', 'definition', 'annual', 'payment', 'limitations', 'another', 'option', 'could', 'save', 'mln', 'dlrs']"
489,13,"['also', 'said', 'increasing', 'acreage', 'set', 'aside', 'requirements', 'five', 'pct', 'wheat', 'feedgrains', 'program', 'sign', 'move', 'could', 'save', 'one', 'billion', 'dlrs', 'added', 'would', 'favor', 'change']"
489,14,[]
489,15,[]
489,16,[]
489,17,[]
490,0,[]
490,1,"['sure', 'much', 'Soviets', 'bought', 'think', 'could', 'high', 'mln', 'tonnes', 'Amstutz', 'told', 'House', 'Agriculture', 'Appropriations', 'Subcommittee']"
490,2,"['added', 'China', 'also', 'need', 'import', 'corn', 'year', 'earlier', 'anticipated', 'gave', 'figures']"
490,3,[]
491,0,[]
491,1,[]
491,2,"['NAWG', 'President', 'Jim', 'Miller', 'said', 'statement', 'organization', 'wanted', 'convey', 'Secretary', 'Schultz', 'importance', 'exports', 'hold', 'U', 'agriculture', 'degree', 'farmers', 'dependent', 'upon', 'favorable', 'State', 'Department', 'trade', 'policies', 'remain', 'profitable']"
491,3,[]
491,4,"['Miller', 'noted', 'Secretary', 'Schultz', 'scheduled', 'meet', 'next', 'month', 'representatives', 'Soviet', 'Union', 'NAWG', 'wanted', 'certain', 'secretary', 'aware', 'concerns', 'regarding', 'reopening', 'wheat', 'trade', 'Soviet', 'Union']"
491,5,"['annual', 'spring', 'NAWG', 'board', 'directors', 'meeting', 'held', 'Washington', 'allow', 'grower', 'leaders', 'around', 'country', 'meet', 'state', 'congressional', 'delegations', 'members', 'executive', 'branch']"
491,6,[]
491,7,[]
492,0,[]
492,1,"['may', 'buy', 'wheat', 'valued', 'mln', 'dlrs', 'March', 'August', 'ship', 'U', 'ports', 'Canadian', 'transshipment', 'points', 'September']"
493,0,"['SHULTZ', 'SAYS', 'U', 'PRODUCTS', 'COMPETITIVE', 'Asked', 'U', 'State', 'Department', 'policy', 'offering', 'subsidized', 'wheat', 'Moscow', 'Secretary', 'State', 'George', 'Shultz', 'told', 'group', 'farm', 'leaders', 'U', 'products', 'competitive', 'world', 'market']"
493,1,"['going', 'sell', 'products', 'whatever', 'may', 'wheat', 'anything', 'else', 'meet', 'market', 'Shultz', 'told', 'board', 'directors', 'National', 'Association', 'Wheat', 'Growers']"
493,2,['competitive']
493,3,"['ridiculous', 'say', 'somebody', 'going', 'buy', 'product', 'get', 'thing', 'lower', 'price', 'somewhere', 'else']"
493,4,[]
493,5,"['approach', 'negotiations', 'Soviets', 'approach', 'look', 'American', 'farm', 'program', 'try', 'figure', 'make', 'better', 'Shultz', 'told', 'Wheat', 'Growers']"
493,6,"['Schultz', 'said', 'favor', 'situation', 'would', 'allow', 'Soviet', 'housewife', 'buy', 'food', 'cheaper', 'American', 'housewife', 'realizes', 'importance', 'American', 'agricultural', 'products', 'competitively', 'priced']"
493,7,"['Speculation', 'market', 'time', 'United', 'States', 'considering', 'offering', 'wheat', 'Soviet', 'Union', 'subsidized', 'prices']"
493,8,"['Soviet', 'officials', 'said', 'would', 'buy', 'U', 'wheat', 'competitively', 'priced']"
493,9,"['Agriculture', 'Department', 'officials', 'declined', 'take', 'official', 'position', 'issue']"
493,10,[]
494,0,[]
494,1,"['Soybean', 'production', 'estimated', 'reach', 'eight', 'mln', 'tonnes', 'versus', 'mln', 'tonnes', 'estimated', 'week', 'ago', 'eight', 'mln', 'tonnes', 'estimated', 'mid', 'February']"
494,2,"['lowest', 'estimates', 'would', 'pct', 'greater', 'last', 'year', 'total', 'mln', 'tonnes', 'according', 'official', 'figures', 'would', 'new', 'record']"
494,3,[]
494,4,"['change', 'yield', 'estimates', 'due', 'high', 'temperatures', 'inadequate', 'rainfall', 'since', 'early', 'year', 'soybean', 'producing', 'belt', 'southern', 'Cordoba', 'Santa', 'Fe', 'northern', 'Buenos', 'Aires', 'province']"
494,5,"['heat', 'lack', 'rain', 'combined', 'leave', 'many', 'soybean', 'pods', 'empty', 'especially', 'Cordoba']"
494,6,[]
494,7,"['Rains', 'week', 'yesterday', 'isolated', 'weak', 'Buenos', 'Aires', 'province', 'totalling', 'one', 'mm']"
494,8,"['recorded', 'rain', 'grain', 'producing', 'provinces']"
494,9,"['clear', 'skies', 'seasonable', 'temperatures', 'fields', 'able', 'dry', 'areas', 'received', 'heavy', 'rains', 'recent', 'weeks', 'allowing', 'growers', 'accelerate', 'pace', 'maize', 'sunflower', 'sorghum', 'harvesting']"
494,10,"['Crops', 'considered', 'generally', 'good', 'condition', 'though', 'still', 'early', 'judge', 'whether', 'intense', 'rains', 'recent', 'weeks', 'caused', 'long', 'term', 'damage']"
494,11,"['maize', 'harvest', 'advanced', 'pct', 'total', 'area', 'planted', 'compared', 'pct', 'week', 'ago']"
494,12,"['Total', 'area', 'planted', 'maize', 'harvest', 'stood', 'mln', 'hectares', 'two', 'seven', 'pct', 'mln', 'hectares', 'planted', 'previous', 'harvest']"
494,13,"['Total', 'production', 'current', 'maize', 'harvest', 'expected', 'reach', 'mln', 'tonnes', 'versus', 'mln', 'tonnes', 'estimated', 'week', 'ago']"
494,14,"['new', 'figure', 'pct', 'lower', 'mln', 'tonnes', 'produced', 'last', 'harvest', 'according', 'official', 'figures']"
494,15,"['sunflower', 'harvest', 'advanced', 'pct', 'total', 'planted', 'area', 'versus', 'pct', 'week', 'ago']"
494,16,"['Total', 'area', 'planted', 'sunflower', 'harvest', 'two', 'mln', 'hectares', 'pct', 'lower', 'record', 'mln', 'hectares', 'planted', 'harvest']"
494,17,"['current', 'harvest', 'volume', 'expected', 'mln', 'tonnes', 'pct', 'lower', 'last', 'harvest', 'record', 'mln', 'tonnes']"
494,18,"['Yields', 'varied', 'widely', 'area', 'area', 'growers', 'feared', 'heavy', 'rains', 'recent', 'weeks', 'may', 'taken', 'toll', 'crops', 'consequently', 'total', 'production', 'volume']"
494,19,"['sorghum', 'harvest', 'reached', 'nine', 'pct', 'total', 'planted', 'area', 'compared', 'four', 'six', 'pct', 'week', 'ago']"
494,20,"['Total', 'area', 'planted', 'sorghum', 'stood', 'mln', 'hectares', 'pct', 'lower', 'mln', 'hectares', 'planted', 'previous', 'harvest']"
494,21,"['Estimates', 'total', 'sorghum', 'production', 'harvest', 'remained', 'mln', 'tonnes', 'week', 'pct', 'lower', 'last', 'harvest', 'total', 'volume', 'mln', 'tonnes']"
494,22,[]
495,0,[]
495,1,[]
495,2,[]
496,0,[]
496,1,[]
497,0,"['AMSTUTZ', 'SEES', 'BULLISH', 'WHEAT', 'OUTLOOK', 'U', 'Agriculture', 'Undersecretary', 'Daniel', 'Amstutz', 'indicated', 'world', 'wheat', 'supply', 'demand', 'situation', 'become', 'bullish', 'recently', 'developments', 'world', 'market', 'increased', 'consumption']"
497,1,"['Speaking', 'House', 'Agriculture', 'Appropriations', 'subcommittee', 'Amstutz', 'cited', 'three', 'factors', 'improved', 'wheat', 'outlook']"
497,2,[]
497,3,[]
497,4,"['Furthermore', 'cited', 'reports', 'greater', 'normal', 'winterkill', 'Soviet', 'Union']"
497,5,[]
497,6,[]
498,0,[]
498,1,"['said', 'date', 'set', 'next', 'tender']"
498,2,[]
499,0,[]
499,1,[]
499,2,"['EXPORT', 'INSPECTIONS', 'THOUS', 'BUSHELS', 'SOYBEANS', 'WHEAT', 'CORN']"
500,0,"['TAIWAN', 'SETS', 'CANADIAN', 'WHEAT', 'IMPORT', 'TARGET', 'Taiwan', 'Flour', 'Mills', 'Association', 'import', 'tonnes', 'wheat', 'Canada', 'calendar', 'unchanged', 'level', 'association', 'spokesman', 'told', 'Reuters']"
500,1,"['said', 'total', 'delivered', 'three', 'shipments']"
500,2,[]
500,3,[]
500,4,[]
500,5,[]
500,6,[]
501,0,[]
501,1,"['agreement', 'AWB', 'makes', 'wheat', 'available', 'sells', 'Food', 'Agency', 'regular', 'tenders', 'said', 'statement']"
501,2,[]
501,3,[]
502,0,"['OECD', 'FARM', 'SUBSIDIES', 'STUDY', 'RESULTS', 'DETAILED', 'results', 'controversial', 'study', 'farm', 'subsidies', 'conducted', 'Paris', 'based', 'Organisation', 'Economic', 'Cooperation', 'Development', 'OECD', 'show', 'Japan', 'highest', 'agriculture', 'subsidies', 'world', 'dairy', 'farmers', 'benefit', 'commodity', 'producers', 'subsidies']"
502,1,"['Results', 'study', 'released', 'OECD', 'objections', 'countries', 'provided', 'Reuters', 'officials', 'several', 'countries', 'condition', 'identified']"
502,2,"['OECD', 'study', 'calculates', 'level', 'farm', 'subsidies', 'years', 'using', 'new', 'measure', 'called', 'producer', 'subsidy', 'equivalent', 'PSE']"
502,3,"['study', 'shows', 'dairy', 'products', 'Japan', 'PSE', 'amount', 'aid', 'farmers', 'expressed', 'percentage', 'averaged', 'pct', 'European', 'Community', 'pct', 'United', 'States', 'pct']"
502,4,"['wheat', 'Japan', 'PSE', 'averaged', 'pct', 'EC', 'U']"
502,5,[]
502,6,"['coarse', 'grains', 'Japan', 'subsidies', 'reached', 'pct', 'compared', 'pct', 'EC', 'pct', 'U', 'Japan', 'beef', 'subsidy', 'pct', 'versus', 'pct', 'EC', 'pct', 'U', 'OECD', 'concluded']"
502,7,[]
502,8,[]
502,9,[]
502,10,[]
502,11,"['officials', 'hope', 'OECD', 'results', 'used', 'basis', 'negotiations', 'Uruguay', 'round', 'global', 'trade', 'talks', 'underway', 'Geneva']"
502,12,"['British', 'Agriculture', 'Minister', 'Michael', 'Jopling', 'visit', 'Washington', 'week', 'endorsed', 'OECD', 'work', 'starting', 'point', 'Uruguay', 'round', 'negotiations', 'agriculture']"
502,13,"['said', 'PSE', 'calculations', 'provide', 'tool', 'negotiate', 'domestic', 'farm', 'support', 'levels', 'major', 'cause', 'present', 'crisis', 'world', 'agriculture']"
502,14,[]
502,15,"['U', 'Agriculture', 'Department', 'Economic', 'Research', 'Service', 'recently', 'published', 'study', 'farm', 'subsidies', 'attempt', 'verify', 'OECD', 'results', 'update']"
502,16,[]
502,17,"['example', 'USDA', 'study', 'found', 'United', 'States', 'subsidies', 'corn', 'producers', 'higher', 'pct', 'EC', 'zero', 'nine', 'pct']"
502,18,"['French', 'Maize', 'Producers', 'Association', 'president', 'Marcel', 'Cazale', 'citing', 'result', 'USDA', 'calculation', 'corn', 'told', 'reporters', 'last', 'week', 'United', 'States', 'subsidizes', 'farmers', 'EC']"
502,19,"['However', 'sources', 'said', 'EC', 'corn', 'subsidies', 'probably', 'higher', 'U', 'increases', 'since']"
502,20,"['Officials', 'several', 'countries', 'asked', 'contribute', 'data', 'OECD', 'study', 'updated', 'subsidy', 'levels', 'much', 'relevant', 'measure', 'current', 'world', 'farm', 'situation']"
502,21,"['updated', 'calculations', 'may', 'take', 'several', 'months', 'complete', 'expected', 'show', 'substantial', 'increases', 'U', 'subsidy', 'levels', 'sugar', 'U', 'imposed', 'restrictive', 'import', 'quotas', 'aid', 'domestic', 'industry']"
502,22,"['U', 'subsidy', 'levels', 'also', 'increased', 'farm', 'bill', 'sharply', 'boosted', 'government', 'deficiency', 'payments', 'grain', 'farmers', 'applied', 'marketing', 'loan', 'rice', 'officials', 'added']"
502,23,[]
503,0,[]
503,1,"['Futures', 'soared', 'points', 'barrier', 'today', 'first', 'time', 'spot', 'position', 'since', 'market', 'opened', 'May']"
503,2,"['However', 'market', 'tends', 'nervous', 'values', 'points', 'Baltic', 'Freight', 'Index', 'calculated', 'spot', 'physical', 'rates']"
503,3,[]
503,4,[]
503,5,"['Freight', 'rates', 'Gulf', 'Japan', 'grain', 'route', 'subsequently', 'main', 'beneficiary', 'current', 'chartering', 'conditions', 'Panamax', 'sized', 'ships', 'left', 'remainder', 'month', 'Gulf']"
503,6,"['Rates', 'risen', 'steadily', 'vessels', 'loading', 'next', 'month']"
503,7,"['Dealers', 'said', 'talk', 'owners', 'considering', 'taking', 'older', 'vessels', 'lay', 'meet', 'current', 'demand']"
503,8,[]
503,9,[]
503,10,"['Market', 'sentiment', 'fluctuated', 'recent', 'weeks']"
503,11,[]
503,12,[]
504,0,"['USDA', 'ASKS', 'TIGHT', 'INSECT', 'RULES', 'GRAIN', 'SHIPMENTS', 'U', 'Agriculture', 'Department', 'proposing', 'tighter', 'federal', 'standards', 'setting', 'allowable', 'limits', 'insect', 'infestations', 'grain', 'shipments']"
